answer,answer_id,p_before_answer,p_after_emb_answer,p_after_ce_answer,delta_p_emb_answer,delta_p_ce_answer,cos_sim_answer,rho_emb,rho_ce
Canada,2710,0.9963337182998657,0.9963337182998657,0.9963485598564148,0.0,1.4841556549072266e-05,1.0,-0.3241824044848935,-0.32968496849684964
Canada,2710,0.9963337182998657,0.9963337182998657,0.9963485598564148,0.0,1.4841556549072266e-05,1.0,-0.3241824044848935,-0.32968496849684964
Taiwan,6629,0.396075576543808,0.4164368808269501,0.5570383071899414,0.02036130428314209,0.16096273064613342,0.9999998807907104,-0.15174317431743173,-0.15157515751575157
Canada,2710,0.9810956120491028,0.9810993075370789,0.9814790487289429,3.6954879760742188e-06,0.0003834366798400879,1.0,-0.30956081345179853,-0.31032703270327033
Canada,2710,0.9810956120491028,0.9810993075370789,0.9814790487289429,3.6954879760742188e-06,0.0003834366798400879,1.0,-0.30956081345179853,-0.31032703270327033
Massachusetts,4404,0.132853165268898,0.1395931839942932,0.2799171209335327,0.006740018725395203,0.1470639556646347,1.0,-0.6099009900990099,-0.6123852385238523
India,2634,0.8919709920883179,0.8928091526031494,0.906153678894043,0.000838160514831543,0.014182686805725098,0.9999999403953552,-0.46694269426942686,-0.46694269426942686
Israel,3956,0.8500899076461792,0.8512769937515259,0.8696391582489014,0.0011870861053466797,0.019549250602722168,1.0000001192092896,-0.26385838583858384,-0.26346234623462345
Greenland,16128,0.328609824180603,0.3502006232738495,0.5203468799591064,0.02159079909324646,0.19173705577850342,1.0,-0.21670567056705667,-0.21828982898289825
Italy,3304,0.9974217414855957,0.9974217414855957,0.9974285960197449,0.0,6.854534149169922e-06,0.9999998807907104,-0.5185807629870312,-0.5172757275727572
Canada,2710,0.44701269268989563,0.47230005264282227,0.6030921936035156,0.025287359952926636,0.15607950091362,1.0,-0.06551455145514551,-0.06551455145514551
Australia,2660,0.8945455551147461,0.8968563079833984,0.9119518995285034,0.0023107528686523438,0.017406344413757324,1.0,-0.2989978997899789,-0.2989978997899789
Australia,2660,0.8945455551147461,0.8968563079833984,0.9119518995285034,0.0023107528686523438,0.017406344413757324,1.0,-0.2989978997899789,-0.2989978997899789
Glasgow,6785,0.9982238411903381,0.9982238411903381,0.9982283711433411,0.0,4.5299530029296875e-06,1.0,-0.10862212311838058,-0.11127512751275126
Israel,3956,0.5516121983528137,0.607670783996582,0.7383396625518799,0.05605858564376831,0.18672746419906616,1.0000001192092896,-0.20368436843684368,-0.20368436843684368
Ireland,3163,0.9987969398498535,0.9987969398498535,0.9987987279891968,0.0,1.7881393432617188e-06,1.0,,-0.3158005274557491
Iowa,5947,0.5812125205993652,0.659829318523407,0.7578014135360718,0.07861679792404175,0.17658889293670654,0.9999999403953552,-0.3467986798679868,-0.3467986798679868
Japan,2900,0.8274714946746826,0.830902636051178,0.8578301668167114,0.0034311413764953613,0.03035867214202881,0.9999998807907104,-0.4009480948094809,-0.4011281128112811
Texas,3146,0.018509643152356148,0.01877082884311676,0.04986235499382019,0.0002611856907606125,0.03135271370410919,0.9999999403953552,0.6385358535853586,-0.05284128412841284
Canada,2710,0.9687547087669373,0.9688147902488708,0.9705083966255188,6.008148193359375e-05,0.001753687858581543,1.0,-0.4627316613632028,-0.46282628262826275
Malaysia,6027,0.994716465473175,0.9947165846824646,0.9947583079338074,1.1920928955078125e-07,4.184246063232422e-05,1.0,-0.3650389310146527,-0.36692469246924686
Michigan,4174,0.989822268486023,0.9898226261138916,0.9899333119392395,3.5762786865234375e-07,0.00011104345321655273,1.0,-0.6488085595151422,-0.6487128712871285
Poland,3735,0.9980064034461975,0.9980064034461975,0.9980108141899109,0.0,4.410743713378906e-06,1.0,-0.5070719406518261,-0.5116831683168316
Ireland,3163,0.5993340611457825,0.6150469779968262,0.696513831615448,0.0157129168510437,0.09717977046966553,1.0,-0.05567356735673567,-0.056993699369936986
Australia,2660,0.019136153161525726,0.019638825207948685,0.053311001509428024,0.0005026720464229584,0.0341748483479023,1.0,-0.3307890789078908,-0.3349174917491749
Oregon,5392,0.003195785218849778,0.003234370844438672,0.009685622528195381,3.858562558889389e-05,0.006489837542176247,1.0000001192092896,-0.03901590159015902,-0.053045304530453044
Oregon,5392,0.4781242609024048,0.5029805898666382,0.6196178197860718,0.0248563289642334,0.141493558883667,1.0000001192092896,-0.060378037803780364,-0.06130213021302129
Iraq,5712,0.23431344330310822,0.25563493371009827,0.4249364733695984,0.02132149040699005,0.19062303006649017,1.0,-0.46795079507950793,-0.46727872787278724
Kansas,5111,0.47291404008865356,0.5063670873641968,0.6535151600837708,0.03345304727554321,0.1806011199951172,1.0000001192092896,-0.6685748574857484,-0.6685748574857484
Scotland,3885,0.562865138053894,0.6034400463104248,0.7533264756202698,0.04057490825653076,0.19046133756637573,0.9999998807907104,-0.3764656465646565,-0.3764656465646565
Wales,3575,0.9895814657211304,0.9895820617675781,0.9897348880767822,5.960464477539062e-07,0.00015342235565185547,0.9999999403953552,-0.2317279535474836,-0.23174317431743174
Chicago,3190,0.011099775321781635,0.01130796317011118,0.031081901863217354,0.00020818784832954407,0.019982125610113144,1.0,0.004116411641164116,0.0678067806780678
Pakistan,4501,0.5564259886741638,0.5934203863143921,0.72859126329422,0.03699439764022827,0.17216527462005615,0.9999998211860657,-0.17636963696369634,-0.17636963696369634
Pakistan,4501,0.5564259886741638,0.5934203863143921,0.72859126329422,0.03699439764022827,0.17216527462005615,0.9999998211860657,-0.17636963696369634,-0.17636963696369634
Philippines,5137,0.9458203911781311,0.9459658861160278,0.9497894644737244,0.00014549493789672852,0.003969073295593262,1.0,-0.36273627362736266,-0.36273627362736266
Ireland,3163,0.4746626615524292,0.5127466917037964,0.6209890246391296,0.03808403015136719,0.14632636308670044,1.0,-0.010117011701170115,-0.012133213321332133
Florida,3516,0.9717913866043091,0.9717987775802612,0.9726302623748779,7.3909759521484375e-06,0.0008388757705688477,1.0,-0.6633543354335433,-0.6633543354335433
Belgium,5706,0.0032141052652150393,0.003227000357583165,0.020985811948776245,1.2895092368125916e-05,0.017771705985069275,1.0,-0.031203120312031204,-0.03253525352535253
Russia,3607,0.999161958694458,0.999161958694458,0.9991627931594849,0.0,8.344650268554688e-07,1.0,,-0.387014701470147
Vermont,8839,0.9998453855514526,0.9998453855514526,0.9998453855514526,0.0,0.0,1.0000001192092896,,-0.4934173417341734
Vermont,8839,0.9998453855514526,0.9998453855514526,0.9998453855514526,0.0,0.0,1.0000001192092896,,-0.4934173417341734
Philippines,5137,0.9938843846321106,0.9938843846321106,0.9939286708831787,0.0,4.4286251068115234e-05,1.0,0.038980833634598554,0.03677167716771677
India,2634,0.9887927174568176,0.9887959957122803,0.9890190958976746,3.2782554626464844e-06,0.0002263784408569336,0.9999999403953552,-0.4091401414364093,-0.40943294329432933
Sweden,4701,5.9782523749163374e-05,5.981600406812504e-05,0.00042802433017641306,3.3480318961665034e-08,0.0003682418027892709,1.0000001192092896,0.10685868586858685,0.10685868586858685
Netherlands,4549,2.5371489755343646e-05,2.544741437304765e-05,7.236843521241099e-05,7.592461770400405e-08,4.699694545706734e-05,0.9999998807907104,0.12447644764476447,-0.07033903390339033
Queensland,5322,0.4650784432888031,0.5196928381919861,0.6687255501747131,0.05461439490318298,0.20364710688591003,1.0,-0.1548154815481548,-0.1548154815481548
Quebec,5447,0.8345041275024414,0.8367236256599426,0.8620559573173523,0.0022194981575012207,0.02755182981491089,1.0,-0.3164356435643564,-0.3164356435643564
Iceland,10399,0.996994137763977,0.996994137763977,0.9970049262046814,0.0,1.0788440704345703e-05,1.0,-0.23069813609872492,-0.2275427542754275
Philippines,5137,0.5526345372200012,0.5828461647033691,0.7000378370285034,0.03021162748336792,0.1474032998085022,1.0,-0.118019801980198,-0.118019801980198
Norway,5120,0.9766684174537659,0.9766785502433777,0.9775660037994385,1.0132789611816406e-05,0.0008975863456726074,1.0,-0.2681428142814281,-0.2681428142814281
Norway,5120,0.7743100523948669,0.7788719534873962,0.8255581855773926,0.004561901092529297,0.051248133182525635,1.0,-0.36674467446744674,-0.36674467446744674
Dublin,5772,0.6680798530578613,0.6807674169540405,0.755906879901886,0.0126875638961792,0.08782702684402466,1.0,-0.4699669966996699,-0.4699669966996699
Wales,3575,0.9984184503555298,0.9984184503555298,0.9984220266342163,0.0,3.5762786865234375e-06,0.9999999403953552,-0.168863769676601,-0.35337533753375333
Wales,3575,0.06374973058700562,0.06816011667251587,0.15741002559661865,0.004410386085510254,0.09366029500961304,0.9999999403953552,0.22996699669966994,-0.12627662766276626
Germany,2762,0.9640282988548279,0.964042603969574,0.9654801487922668,1.430511474609375e-05,0.0014518499374389648,0.9999998807907104,-0.30952295229522947,-0.30952295229522947
Afghanistan,7041,0.1327083557844162,0.18916349112987518,0.43243563175201416,0.056455135345458984,0.29972726106643677,0.9999999403953552,0.04234023402340234,0.04234023402340234
Rhodesia,20340,0.5171892642974854,0.5497643351554871,0.7133261561393738,0.03257507085800171,0.19613689184188843,0.9999998807907104,-0.20166816681668165,-0.20166816681668165
Wales,3575,0.9494416117668152,0.9494828581809998,0.9524166584014893,4.124641418457031e-05,0.0029750466346740723,0.9999999403953552,0.18095409540954094,0.18095409540954094
Finland,6435,0.9994319081306458,0.9994319081306458,0.999432384967804,0.0,4.76837158203125e-07,1.000000238418579,,-0.4337786792059104
Quebec,5447,0.1032455638051033,0.11151562631130219,0.2867603302001953,0.008270062506198883,0.1835147738456726,1.0,0.1862346234623462,0.1862346234623462
Quebec,5447,0.00476148771122098,0.004889260046184063,0.01725948601961136,0.00012777233496308327,0.012497998774051666,1.0,-0.06544254425442543,-0.0633183318331833
Austria,5118,0.3369174003601074,0.36151546239852905,0.5192450881004333,0.02459806203842163,0.18232768774032593,0.9999998807907104,-0.15200720072007198,-0.15200720072007198
Japan,2900,0.9326736927032471,0.933310329914093,0.9402021765708923,0.0006366372108459473,0.007528483867645264,0.9999998807907104,-0.2551095109510951,-0.2551095109510951
Prussia,10724,0.2609889507293701,0.31375086307525635,0.5869603753089905,0.05276191234588623,0.32597142457962036,0.9999998211860657,0.22359435943594358,0.22359435943594358
India,2634,0.9996267557144165,0.9996267557144165,0.9996269941329956,0.0,2.384185791015625e-07,0.9999999403953552,,-0.37981398139813977
Queensland,5322,0.09629533439874649,0.10287143290042877,0.22710855305194855,0.0065760985016822815,0.13081321120262146,1.0,0.22025802580258022,-0.22118211821182115
Australia,2660,0.7510079741477966,0.7577793002128601,0.8036580681800842,0.0067713260650634766,0.0526500940322876,1.0,-0.037887788778877884,-0.037887788778877884
Sweden,4701,0.9966427087783813,0.9966427087783813,0.9966562986373901,0.0,1.3589859008789062e-05,1.0000001192092896,-0.33017711323660814,-0.3256165616561656
Singapore,5264,0.9995883107185364,0.9995883107185364,0.9995885491371155,0.0,2.384185791015625e-07,1.0000001192092896,,-0.29748574857485743
Syria,7795,0.9865212440490723,0.9865218997001648,0.9867386817932129,6.556510925292969e-07,0.000217437744140625,1.0000001192092896,-0.19668579902505648,-0.19669966996699667
Scotland,3885,0.0005019466043449938,0.0005027609877288342,0.0015020387945696712,8.143833838403225e-07,0.0010000921320170164,0.9999998807907104,0.01081911436882868,-0.10439843984398439
Australia,2660,0.02800225280225277,0.028900325298309326,0.08683229982852936,0.0008980724960565567,0.05883004516363144,1.0,0.3197839783978398,0.27865586558655864
Sweden,4701,0.000141842698212713,0.0001408025127602741,0.0005449801683425903,-1.040185452438891e-06,0.00040313747012987733,1.0000001192092896,0.008244824482448244,-0.002016201620162016
Israel,3956,0.9969404935836792,0.9969404935836792,0.9969508647918701,0.0,1.0371208190917969e-05,1.0000001192092896,-0.3012371022455685,-0.29698169816981695
Oklahoma,5858,0.9999791383743286,0.9999791383743286,0.9999791383743286,0.0,0.0,1.0,,-0.38676731796746266
Oregon,5392,0.9952505826950073,0.9952505826950073,0.9952759742736816,0.0,2.5391578674316406e-05,1.0000001192092896,-0.14411435566923028,-0.1419381938193819
Pittsburgh,6278,0.9818873405456543,0.981890857219696,0.9823593497276306,3.516674041748047e-06,0.00047200918197631836,1.0,-0.00528052805280528,-0.00528052805280528
Cuba,7394,0.9928431510925293,0.9928432703018188,0.9929138422012329,1.1920928955078125e-07,7.069110870361328e-05,1.0,-0.3792410259964585,-0.3781098109810981
Massachusetts,4404,0.9953215718269348,0.9953215718269348,0.9953456521034241,0.0,2.4080276489257812e-05,1.0,-0.460376611517531,-0.4578937893789378
Tennessee,5298,0.9790551066398621,0.9790574312210083,0.9795167446136475,2.3245811462402344e-06,0.0004616379737854004,1.0,-0.6822202220222021,-0.6824242424242423
Israel,3956,0.33196690678596497,0.35940733551979065,0.509021520614624,0.027440428733825684,0.17705461382865906,1.0000001192092896,-0.3448424842484248,-0.3464146414641464
Massachusetts,4404,0.8024806380271912,0.8131571412086487,0.8559588193893433,0.01067650318145752,0.0534781813621521,1.0,-0.5077587758775877,-0.5077587758775877
Malaysia,6027,0.9607956409454346,0.9608275890350342,0.9628919959068298,3.1948089599609375e-05,0.0020963549613952637,1.0,-0.4841764176417641,-0.4841764176417641
Canada,2710,0.9992982149124146,0.9992982149124146,0.9992986917495728,0.0,4.76837158203125e-07,1.0,,-0.22689468946894686
Michigan,4174,0.32509538531303406,0.3739013075828552,0.5954409837722778,0.04880592226982117,0.2703455984592438,1.0,0.3667686768676867,-0.35726372637263726
Florida,3516,0.2871096432209015,0.30493465065956116,0.46443942189216614,0.017825007438659668,0.17732977867126465,1.0,-0.5985238523852385,-0.6003240324032402
Tennessee,5298,0.9833441376686096,0.9833455085754395,0.9836525917053223,1.3709068298339844e-06,0.0003084540367126465,1.0,-0.5735450751453212,-0.5735133513351334
Dublin,5772,0.9975128173828125,0.9975128173828125,0.9975208640098572,0.0,8.046627044677734e-06,1.0,-0.3088017813980598,-0.30625862586258623
Utah,6646,0.9968525767326355,0.9968525767326355,0.9968632459640503,0.0,1.0669231414794922e-05,1.0,-0.2750859192551432,-0.27447944794479445
Ireland,3163,0.9998713731765747,0.9998713731765747,0.9998713731765747,0.0,0.0,1.0,,-0.2597727565950984
Connecticut,6117,0.9883695840835571,0.9883698225021362,0.9885267019271851,2.384185791015625e-07,0.0001571178436279297,1.0000001192092896,-0.1004206445901343,-0.10168616861686167
Germany,2762,0.8644694089889526,0.866216242313385,0.883309543132782,0.001746833324432373,0.018840134143829346,0.9999998807907104,-0.17436543654365436,-0.17436543654365436
Ontario,4561,0.002899675630033016,0.003135603154078126,0.015620175749063492,0.00023592752404510975,0.012720500119030476,0.9999998807907104,0.1864146414641464,0.18917491749174914
Saskatchewan,10068,0.16604870557785034,0.18083132803440094,0.39115598797798157,0.014782622456550598,0.22510728240013123,1.0000001192092896,0.38943894389438943,0.27470747074707463
Idaho,9795,0.9507767558097839,0.9508949518203735,0.9546288251876831,0.00011819601058959961,0.00385206937789917,0.9999999403953552,-0.23278727872787278,-0.23278727872787278
Minnesota,5135,0.9743364453315735,0.9743433594703674,0.9751074910163879,6.9141387939453125e-06,0.0007710456848144531,1.0,-0.512115211521152,-0.512115211521152
Louisiana,5773,0.02824539691209793,0.02874540165066719,0.075220488011837,0.0005000047385692596,0.046975091099739075,1.0,0.5277887788778878,-0.13720972097209722
Philadelphia,4407,0.9853207468986511,0.9853243231773376,0.9857003688812256,3.5762786865234375e-06,0.0003796219825744629,1.000000238418579,-0.3241353859462112,-0.3240924092409241
Kansas,5111,0.9984861016273499,0.9984861016273499,0.9984890222549438,0.0,2.9206275939941406e-06,1.0000001192092896,,-0.5546714671467146
Oklahoma,5858,0.9999017715454102,0.9999017715454102,0.9999017715454102,0.0,0.0,1.0,,-0.4891103783711734
Iran,4238,0.8956243991851807,0.8963939547538757,0.9085303544998169,0.0007695555686950684,0.01290595531463623,1.0,-0.2831203120312031,-0.2831203120312031
Maryland,5374,0.9651148319244385,0.9651234745979309,0.9663596749305725,8.64267349243164e-06,0.0012448430061340332,0.9999998807907104,-0.016891739849280496,-0.016801680168016798
Ohio,4058,0.9957060217857361,0.9957062602043152,0.9957267045974731,2.384185791015625e-07,2.0682811737060547e-05,1.0,-0.6324424230426232,-0.6314191419141912
Canada,2710,0.0010641743429005146,0.0010757691925391555,0.004496182780712843,1.159484963864088e-05,0.0034320084378123283,1.0,-0.09611761176117611,-0.09724572457245724
Australia,2660,0.7495430111885071,0.7550935745239258,0.7964347004890442,0.005550563335418701,0.04689168930053711,1.0,0.11899189918991897,0.11963996399639962
Russia,3607,0.9539270997047424,0.9539573788642883,0.9561486840248108,3.0279159545898438e-05,0.0022215843200683594,1.0,-0.10361867272375687,-0.10323432343234322
India,2634,0.9540653228759766,0.9541595578193665,0.9566173553466797,9.423494338989258e-05,0.002552032470703125,0.9999999403953552,-0.30678667866786674,-0.30678667866786674
Estonia,10692,0.9859407544136047,0.9859412312507629,0.9861510396003723,4.76837158203125e-07,0.00021028518676757812,1.0,-0.39936392689652667,-0.3992679267926792
Lithuania,9838,0.9680028557777405,0.9680096507072449,0.9691260457038879,6.794929504394531e-06,0.001123189926147461,0.9999998807907104,-0.39610798745380077,-0.3962196219621962
Australia,2660,0.9453832507133484,0.9455996155738831,0.9498907923698425,0.00021636486053466797,0.004507541656494141,1.0,-0.32238823882388234,-0.32238823882388234
Canada,2710,0.5387014746665955,0.6009224653244019,0.7354102730751038,0.062220990657806396,0.1967087984085083,1.0,-0.43959195919591953,-0.43959195919591953
Pennsylvania,3552,0.25339123606681824,0.3123951554298401,0.47407498955726624,0.05900391936302185,0.220683753490448,1.0,0.2758835883588358,-0.17353735373537352
Toronto,4361,0.005850580986589193,0.00589172774925828,0.01580449566245079,4.1146762669086456e-05,0.00995391421020031,1.0000001192092896,0.5319651965196519,0.08716471647164717
California,2662,0.992866039276123,0.9928662776947021,0.9929205775260925,2.384185791015625e-07,5.453824996948242e-05,1.0,-0.6788699602280049,-0.6785238523852384
Spain,3577,0.7393728494644165,0.7437244057655334,0.7908163070678711,0.004351556301116943,0.05144345760345459,1.0000001192092896,-0.277035703570357,-0.2769156915691569
Iraq,5712,0.9540478587150574,0.9540919065475464,0.9566450715065002,4.404783248901367e-05,0.002597212791442871,1.0,-0.33898589858985895,-0.33898589858985895
Wales,3575,0.996342122554779,0.996342122554779,0.9963645339012146,0.0,2.2411346435546875e-05,0.9999999403953552,-0.07428367431300119,-0.07068706870687069
Louisiana,5773,0.9967429041862488,0.9967429041862488,0.9967553019523621,0.0,1.239776611328125e-05,1.0,-0.4321532737809438,-0.4291149114911491
Wisconsin,5273,0.9828385710716248,0.9828416109085083,0.9832345247268677,3.039836883544922e-06,0.0003959536552429199,1.0,-0.4236796390047242,-0.4237503750375037
Texas,3146,0.8412711024284363,0.8459450602531433,0.8759075999259949,0.004673957824707031,0.034636497497558594,0.9999999403953552,-0.3862826282628262,-0.3862826282628262
Australia,2660,0.9456542730331421,0.9457107782363892,0.948664128780365,5.650520324707031e-05,0.0030098557472229004,1.0,-0.15194719471947193,-0.1524992499249925
Alberta,7649,0.9999563694000244,0.9999563694000244,0.9999563694000244,0.0,0.0,0.9999998807907104,,-0.35877910693718823
Florida,3516,0.2325541079044342,0.251059889793396,0.41454342007637024,0.018505781888961792,0.18198931217193604,1.0,-0.15036303630363035,-0.14960696069606957
Scotland,3885,0.9977502226829529,0.9977502226829529,0.9977565407752991,0.0,6.318092346191406e-06,0.9999998807907104,-0.32431752766172806,-0.32489746444029954
Singapore,5264,0.13228736817836761,0.14384977519512177,0.27422434091567993,0.01156240701675415,0.14193697273731232,1.0000001192092896,0.08363636363636363,0.059753975397539745
California,2662,0.3627012372016907,0.4001992344856262,0.5725452899932861,0.03749799728393555,0.20984405279159546,1.0,-0.5821542154215421,-0.5821542154215421
Texas,3146,0.16719497740268707,0.17726127803325653,0.32413333654403687,0.010066300630569458,0.1569383591413498,0.9999999403953552,-0.6005400540054004,-0.6041404140414041
Iran,4238,0.9987468719482422,0.9987468719482422,0.998748779296875,0.0,1.9073486328125e-06,1.0,,-0.43669966996699666
Kentucky,5612,0.3461930751800537,0.3847496211528778,0.5288558006286621,0.0385565459728241,0.1826627254486084,0.9999999403953552,0.14325832583258324,0.1425022502250225
France,2605,0.006529587786644697,0.006555277854204178,0.01780393347144127,2.5690067559480667e-05,0.011274345219135284,0.9999998807907104,0.6443084308430842,-0.004788478847884788
Brazil,4380,0.10483323782682419,0.11485432088375092,0.33437380194664,0.010021083056926727,0.22954055666923523,1.0000001192092896,0.3258205820582058,0.32549654965496544
Maryland,5374,0.7990587949752808,0.8004150986671448,0.8308897614479065,0.0013563036918640137,0.03183096647262573,0.9999998807907104,-0.44831683168316827,-0.44831683168316827
Ukraine,5924,0.849514901638031,0.8508375287055969,0.8725827932357788,0.001322627067565918,0.023067891597747803,1.0,-0.03475547554755475,-0.03475547554755475
Tasmania,12343,0.8094710111618042,0.8103624582290649,0.8380206823348999,0.0008914470672607422,0.028549671173095703,1.0000001192092896,0.04063606360636063,0.040720072007200715
Chicago,3190,0.6376914978027344,0.6537233591079712,0.7283737659454346,0.016031861305236816,0.0906822681427002,1.0,-0.3917551755175517,-0.3917551755175517
Victoria,3848,0.3464994728565216,0.4058494567871094,0.5852985978126526,0.05934998393058777,0.23879912495613098,1.0000001192092896,-0.25714971497149713,-0.25714971497149713
Michigan,4174,0.9997914433479309,0.9997914433479309,0.9997914433479309,0.0,0.0,1.0,,-0.624690217174266
Norway,5120,0.9953086972236633,0.9953088164329529,0.9953345656394958,1.1920928955078125e-07,2.586841583251953e-05,1.0,-0.3170542184291628,-0.3209720972097209
Tanzania,11959,0.9846842885017395,0.9846855401992798,0.9849656820297241,1.2516975402832031e-06,0.00028139352798461914,1.0,-0.46919891989198914,-0.46919891989198914
Pennsylvania,3552,0.994175910949707,0.9941760301589966,0.9942242503166199,1.1920928955078125e-07,4.83393669128418e-05,1.0,-0.3726417359012542,-0.3726012601260125
Philippines,5137,0.9723559617996216,0.9723708033561707,0.9733983874320984,1.4841556549072266e-05,0.0010424256324768066,1.0,-0.027326896651536998,-0.027386738673867383
Victoria,3848,0.9812870621681213,0.9812931418418884,0.981817901134491,6.079673767089844e-06,0.0005308389663696289,1.0000001192092896,-0.2928019154206406,-0.2921932193219322
Sweden,4701,0.13748802244663239,0.1516738384962082,0.3696431815624237,0.014185816049575806,0.23215515911579132,1.0000001192092896,0.38684668466846683,0.3335013501350135
Maryland,5374,0.10290837287902832,0.12043748795986176,0.30846795439720154,0.017529115080833435,0.20555958151817322,0.9999998807907104,-0.04154815481548155,-0.04246024602460245
Philippines,5137,0.6874393224716187,0.6948655247688293,0.7563584446907043,0.007426202297210693,0.0689191222190857,1.0,0.25647764776477644,0.25629762976297626
Bristol,7067,0.0017136436654254794,0.0017529971664771438,0.005171278491616249,3.935350105166435e-05,0.003457634709775448,1.0,-0.1681248124812481,-0.14089408940894088
Texas,3146,0.05474906414747238,0.05651552975177765,0.1375768631696701,0.0017664656043052673,0.08282779902219772,0.9999999403953552,0.5986516611237899,-0.6609300930093008
Canada,2710,0.9298804998397827,0.9300249218940735,0.9349918961524963,0.00014442205429077148,0.005111396312713623,1.0,-0.4445124512451245,-0.4445124512451245
Mexico,3290,0.23482732474803925,0.26562002301216125,0.43543529510498047,0.03079269826412201,0.20060797035694122,0.9999999403953552,0.2366396639663966,-0.11228322832283229
France,2605,0.8247187733650208,0.8284236788749695,0.8525601625442505,0.0037049055099487305,0.027841389179229736,0.9999998807907104,-0.43296729672967293,-0.43296729672967293
Canada,2710,0.998467743396759,0.998467743396759,0.9984709620475769,0.0,3.2186508178710938e-06,1.0,-0.20342879455601706,-0.21398139813981396
Switzerland,5288,1.3662412129633594e-05,1.366312790196389e-05,0.00010074790770886466,7.157723302952945e-10,8.708549285074696e-05,1.0,0.09099964596411035,0.09281728172817282
Ottawa,8166,0.995506763458252,0.9955068826675415,0.9955326318740845,1.1920928955078125e-07,2.586841583251953e-05,1.0,-0.0218631380367133,-0.023798379837983795
California,2662,0.9354645609855652,0.9356071949005127,0.939903736114502,0.00014263391494750977,0.004439175128936768,1.0,0.0793159315931593,0.0793159315931593
Hawaii,7359,0.991947591304779,0.9919478297233582,0.9920165538787842,2.384185791015625e-07,6.896257400512695e-05,1.0,-0.49735370365062237,-0.4974617461746174
Illinois,4307,0.9824504256248474,0.9824520349502563,0.9827921986579895,1.6093254089355469e-06,0.00034177303314208984,0.9999999403953552,-0.037353959520381605,-0.03578757875787578
Ohio,4058,0.9899393916130066,0.9899399876594543,0.9900509715080261,5.960464477539062e-07,0.00011157989501953125,1.0,-0.24207093330722004,-0.2418241824182418
Russia,3607,0.025898907333612442,0.027948768809437752,0.10361490398645401,0.0020498614758253098,0.07771599292755127,1.0,0.029414941494149412,0.029918991899189916
Scotland,3885,0.0702148824930191,0.07567786425352097,0.3210095465183258,0.005462981760501862,0.2507946491241455,0.9999998807907104,0.2445364536453645,0.2445364536453645
India,2634,0.28138402104377747,0.3045211136341095,0.45329540967941284,0.02313709259033203,0.17191138863563538,0.9999999403953552,-0.1517311731173117,-0.15518751875187517
